USGS	13317000	2015-02-17	8820	A
USGS	13317000	2015-02-18	8350	A
USGS	13317000	2015-02-19	8030	A
USGS	13317000	2015-02-20	7930	A
USGS	13317000	2015-02-21	7870	A
USGS	13317000	2015-02-22	7470	A
USGS	13317000	2015-02-23	6710	A
USGS	13317000	2015-02-24	6280	A
USGS	13317000	2015-02-25	6500	A
USGS	13317000	2015-02-26	6810	A
USGS	13317000	2015-02-27	6660	A
USGS	13317000	2015-02-28	6460	A
USGS	13317000	2015-03-01	6170	A
USGS	13317000	2015-03-02	5890	A
USGS	13317000	2015-03-03	5760	A
USGS	13317000	2015-03-04	5670	A
USGS	13317000	2015-03-05	5470	A
USGS	13317000	2015-03-06	5410	A
USGS	13317000	2015-03-07	5470	A
USGS	13317000	2015-03-08	5510	A
USGS	13317000	2015-03-09	5510	A
USGS	13317000	2015-03-10	5560	A
USGS	13317000	2015-03-11	5710	A
USGS	13317000	2015-03-12	6010	A
USGS	13317000	2015-03-13	6390	A
USGS	13317000	2015-03-14	6890	A
USGS	13317000	2015-03-15	8310	A
USGS	13317000	2015-03-16	11800	A
USGS	13317000	2015-03-17	14300	A
USGS	13317000	2015-03-18	16000	A
USGS	13317000	2015-03-19	15800	A
USGS	13317000	2015-03-20	14800	A
USGS	13317000	2015-03-21	14100	A
USGS	13317000	2015-03-22	14100	A
USGS	13317000	2015-03-23	14300	A
USGS	13317000	2015-03-24	14300	A
USGS	13317000	2015-03-25	13600	A
USGS	13317000	2015-03-26	12800	A
USGS	13317000	2015-03-27	12500	A
USGS	13317000	2015-03-28	13300	A
USGS	13317000	2015-03-29	14600	A
USGS	13317000	2015-03-30	15300	A
USGS	13317000	2015-03-31	16100	A
USGS	13317000	2015-04-01	17000	A
USGS	13317000	2015-04-02	17300	A
USGS	13317000	2015-04-03	16400	A
USGS	13317000	2015-04-04	15300	A
USGS	13317000	2015-04-05	14500	A
USGS	13317000	2015-04-06	13900	A
USGS	13317000	2015-04-07	13200	A
USGS	13317000	2015-04-08	12400	A
USGS	13317000	2015-04-09	11900	A
USGS	13317000	2015-04-10	11500	A
USGS	13317000	2015-04-11	11200	A
USGS	13317000	2015-04-12	11200	A
USGS	13317000	2015-04-13	10800	A
USGS	13317000	2015-04-14	10700	A
USGS	13317000	2015-04-15	10800	A
USGS	13317000	2015-04-16	10500	A
USGS	13317000	2015-04-17	10400	A
USGS	13317000	2015-04-18	10800	A
USGS	13317000	2015-04-19	11600	A
USGS	13317000	2015-04-20	12600	A
USGS	13317000	2015-04-21	14100	A
USGS	13317000	2015-04-22	16000	A
USGS	13317000	2015-04-23	17800	A
USGS	13317000	2015-04-24	19300	A
USGS	13317000	2015-04-25	19900	A
USGS	13317000	2015-04-26	19000	A
USGS	13317000	2015-04-27	17600	A
USGS	13317000	2015-04-28	16600	A
USGS	13317000	2015-04-29	17100	A
USGS	13317000	2015-04-30	18300	A
USGS	13317000	2015-05-01	19700	A
USGS	13317000	2015-05-02	21100	A
USGS	13317000	2015-05-03	22800	A
USGS	13317000	2015-05-04	24000	A
USGS	13317000	2015-05-05	25600	A
USGS	13317000	2015-05-06	26700	A
USGS	13317000	2015-05-07	26200	A
USGS	13317000	2015-05-08	24600	A
USGS	13317000	2015-05-09	23400	A
USGS	13317000	2015-05-10	22800	A
USGS	13317000	2015-05-11	22300	A
USGS	13317000	2015-05-12	21900	A
USGS	13317000	2015-05-13	23900	A
USGS	13317000	2015-05-14	25100	A
USGS	13317000	2015-05-15	24300	A
USGS	13317000	2015-05-16	27100	A
USGS	13317000	2015-05-17	29900	A
USGS	13317000	2015-05-18	29300	A
USGS	13317000	2015-05-19	28300	A
USGS	13317000	2015-05-20	28100	A
USGS	13317000	2015-05-21	27700	A
USGS	13317000	2015-05-22	28200	A
USGS	13317000	2015-05-23	28700	A
USGS	13317000	2015-05-24	29100	A
USGS	13317000	2015-05-25	28100	A
USGS	13317000	2015-05-26	27300	A
USGS	13317000	2015-05-27	26800	A
USGS	13317000	2015-05-28	26400	A
USGS	13317000	2015-05-29	25000	A
USGS	13317000	2015-05-30	24300	A
USGS	13317000	2015-05-31	24200	A
USGS	13317000	2015-06-01	24200	A
USGS	13317000	2015-06-02	24900	A
USGS	13317000	2015-06-03	25700	A
USGS	13317000	2015-06-04	23800	A
USGS	13317000	2015-06-05	21900	A
USGS	13317000	2015-06-06	21000	A
USGS	13317000	2015-06-07	20100	A
USGS	13317000	2015-06-08	19100	A
USGS	13317000	2015-06-09	18400	A
USGS	13317000	2015-06-10	18300	A
USGS	13317000	2015-06-11	18100	A
USGS	13317000	2015-06-12	17500	A
USGS	13317000	2015-06-13	16100	A
